Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
7994-XIRTR,Male,79.0,No,0.0,Roseville,95747.0,0.0,54.0,Offer B,Yes,5.14,No,Yes,DSL,6.0,No,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,65.25,3529.95,33.07,0.0,277.56,3774.44,0.0
7995-ZHHNZ,Male,56.0,Yes,0.0,Fullerton,92832.0,1.0,42.0,Offer B,Yes,20.65,Yes,Yes,DSL,25.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,-7.0,2386.85,28.83,0.0,867.3,3225.32,0.0
7996-MHXLW,Female,51.0,No,0.0,Ocotillo,92259.0,0.0,66.0,Offer A,Yes,20.77,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,1683.6,0.0,0.0,1370.82,3054.42,0.0
7997-EASSD,Female,56.0,Yes,0.0,Redwood City,94061.0,1.0,63.0,Offer B,Yes,38.85,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,81.2,4965.1,0.0,0.0,2447.55,7412.65,0.0
7998-WNZEM,Male,51.0,No,0.0,San Francisco,94131.0,0.0,71.0,None,Yes,12.27,Yes,Yes,DSL,21.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,5708.2,0.0,0.0,871.17,6579.37,0.0
7998-ZLXWN,Female,21.0,Yes,0.0,Larkspur,94939.0,3.0,15.0,None,Yes,12.41,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,330.8,0.0,0.0,186.15,516.95,0.0
8003-EWNDZ,Female,52.0,No,0.0,Philo,95466.0,0.0,10.0,None,Yes,10.46,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.2,222.65,0.0,0.0,104.6,327.25,0.0
8007-YYPWD,Female,52.0,No,0.0,Homeland,92548.0,0.0,15.0,None,Yes,40.97,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.05,369.1,0.0,0.0,614.55,983.65,0.0
8008-ESFLK,Female,43.0,Yes,0.0,Capitola,95010.0,1.0,53.0,None,Yes,6.68,No,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.5,5835.5,0.0,0.0,354.04,6189.54,0.0
8008-HAWED,Male,38.0,No,0.0,Los Angeles,90027.0,0.0,14.0,Offer D,No,0.0,No,Yes,Cable,6.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.75,712.75,0.0,10.0,0.0,722.75,1.0
8008-OTEZX,Female,30.0,Yes,2.0,Villa Park,92861.0,1.0,35.0,Offer C,Yes,18.29,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,708.8,0.0,0.0,640.15,1348.95,0.0
8010-EZLOU,Male,75.0,No,0.0,San Marino,91108.0,0.0,15.0,None,Yes,12.08,Yes,Yes,Fiber Optic,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0.0,181.2,1398.45,1.0
8015-IHCGW,Female,53.0,Yes,1.0,Garden Grove,92844.0,1.0,72.0,Offer A,Yes,36.82,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8425.15,42.29,0.0,2651.04,11033.9,0.0
8016-NCFVO,Male,70.0,No,0.0,Glendale,91203.0,0.0,55.0,None,Yes,29.3,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,6382.55,0.0,0.0,1611.5,7994.05,0.0
8017-UVSZU,Female,62.0,Yes,0.0,Calabasas,91302.0,5.0,40.0,None,Yes,48.29,Yes,Yes,DSL,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.6,2379.1,0.0,0.0,1931.6,4310.7,0.0
8019-ENHXU,Male,50.0,Yes,0.0,Oakland,94601.0,1.0,42.0,Offer B,Yes,34.65,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,4138.05,30.46,140.0,1455.3,5702.89,1.0
8020-BWHYL,Female,70.0,No,0.0,Montrose,91020.0,0.0,15.0,None,Yes,7.99,No,Yes,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,1147.45,0.0,0.0,119.85,1267.3,1.0
8022-BECSI,Male,62.0,No,0.0,Santa Ysabel,92070.0,0.0,22.0,None,Yes,20.46,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,422.5,0.0,0.0,450.12,872.62,0.0
8023-QHAIO,Female,72.0,Yes,0.0,Corona,92882.0,7.0,56.0,Offer B,Yes,27.56,Yes,Yes,Fiber Optic,29.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.85,4275.75,0.0,120.0,1543.36,5939.11,0.0
8024-XNAFQ,Female,66.0,No,0.0,Isleton,95641.0,0.0,72.0,None,Yes,31.31,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,7748.75,0.0,0.0,2254.32,10003.07,0.0
8028-PNXHQ,Male,40.0,Yes,0.0,Downey,90242.0,4.0,62.0,Offer B,Yes,48.73,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.25,1424.6,0.0,0.0,3021.26,4445.86,0.0
8029-XYPWT,Male,72.0,Yes,0.0,Anaheim,92806.0,1.0,71.0,Offer A,Yes,46.82,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,115.05,8016.6,0.0,0.0,3324.22,11340.82,0.0
8033-VCZGH,Male,27.0,Yes,0.0,Tracy,95376.0,0.0,50.0,None,Yes,23.28,Yes,Yes,Fiber Optic,51.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,5231.3,0.0,0.0,1164.0,6395.3,0.0
8035-BUYVG,Male,39.0,Yes,0.0,Running Springs,92382.0,1.0,40.0,Offer B,No,0.0,No,Yes,DSL,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.35,1716.45,0.0,0.0,0.0,1716.45,1.0
8039-ACLPL,Female,29.0,Yes,0.0,Mather,95655.0,6.0,72.0,Offer A,Yes,12.32,No,Yes,DSL,59.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,68.75,4888.2,0.0,0.0,887.04,5775.24,0.0
8039-EQPIM,Male,22.0,Yes,0.0,Spring Valley,91977.0,7.0,69.0,None,No,0.0,No,Yes,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,60.25,4055.5,0.0,120.0,0.0,4175.5,0.0
8041-TMEID,Male,73.0,Yes,0.0,Corning,96021.0,1.0,63.0,None,Yes,37.12,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0.0,0.0,2338.56,9330.46,0.0
8042-JVNFH,Male,23.0,No,0.0,Olancha,93549.0,0.0,1.0,None,Yes,35.28,No,Yes,Fiber Optic,51.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,0.0,0.0,35.28,106.63,1.0
8042-RNLKO,Male,40.0,No,0.0,Watsonville,95076.0,0.0,66.0,Offer A,Yes,32.22,Yes,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.45,1699.15,0.0,0.0,2126.52,3825.67,0.0
8043-PNYSD,Male,48.0,Yes,2.0,Lakehead,96051.0,4.0,63.0,Offer B,Yes,10.67,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.55,1245.6,0.0,0.0,672.21,1917.81,0.0
8044-BGWPI,Male,50.0,Yes,2.0,Ontario,91764.0,8.0,12.0,Offer D,Yes,33.9,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.15,306.05,0.0,0.0,406.8,712.85,0.0
8046-DNVTL,Male,56.0,Yes,0.0,Weott,95571.0,8.0,62.0,Offer B,No,0.0,No,Yes,Cable,29.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,-10.0,2345.55,0.0,0.0,0.0,2345.55,0.0
8049-WJCLQ,Male,50.0,Yes,2.0,Ducor,93218.0,5.0,10.0,Offer D,Yes,19.77,No,Yes,DSL,12.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,60.2,563.5,0.0,0.0,197.7,761.2,0.0
8050-DVOJX,Male,67.0,No,0.0,Keeler,93530.0,0.0,49.0,Offer B,Yes,43.19,Yes,Yes,Cable,10.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4060.9,0.0,0.0,2116.31,6177.21,0.0
8050-WYBND,Female,55.0,No,2.0,Whittier,90606.0,0.0,22.0,None,No,0.0,No,Yes,DSL,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,49.45,1031.4,0.0,0.0,0.0,1031.4,0.0
8051-HJRLT,Female,72.0,No,0.0,Wrightwood,92397.0,0.0,1.0,Offer E,Yes,18.2,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0.0,18.2,88.75,1.0
8053-WWDRO,Female,62.0,Yes,0.0,San Diego,92109.0,1.0,6.0,None,Yes,31.7,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,146.3,0.0,0.0,190.2,336.5,1.0
8058-DMYRU,Male,69.0,No,0.0,Glendale,91208.0,0.0,54.0,None,Yes,18.58,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,-8.0,4931.8,0.0,0.0,1003.32,5935.12,0.0
8058-INTPH,Female,57.0,No,0.0,San Diego,92109.0,0.0,1.0,None,Yes,22.48,No,Yes,Fiber Optic,5.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,0.0,0.0,22.48,102.13,1.0
8058-JMEQO,Female,76.0,No,0.0,San Diego,92121.0,0.0,9.0,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0.0,116.19,878.69,1.0
8059-UDZFY,Female,73.0,No,2.0,Lucerne,95458.0,0.0,33.0,Offer C,Yes,12.75,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,105.35,3465.05,0.0,0.0,420.75,3885.8,0.0
8060-HIWJJ,Male,35.0,No,0.0,Lincoln,95648.0,0.0,64.0,Offer B,Yes,14.39,Yes,Yes,DSL,7.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.55,5632.55,0.0,0.0,920.96,6553.51,0.0
8062-YBDOE,Male,70.0,No,0.0,Canyon Country,91351.0,0.0,1.0,None,Yes,7.23,No,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0.0,7.23,76.88,1.0
8063-GBATB,Female,74.0,No,0.0,Cobb,95426.0,0.0,27.0,None,Yes,31.17,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0.0,0.0,841.59,3128.84,1.0
8063-RJYNF,Male,27.0,No,0.0,Richmond,94804.0,0.0,16.0,None,Yes,20.44,No,Yes,Fiber Optic,59.0,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140.0,327.04,1950.29,1.0
8065-BVEPF,Male,80.0,No,0.0,Yorkville,95494.0,0.0,65.0,Offer B,Yes,18.23,No,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,6496.15,0.0,0.0,1184.95,7681.1,0.0
8065-QBYTO,Female,68.0,No,0.0,Pomona,91768.0,0.0,71.0,Offer A,Yes,3.91,Yes,Yes,Fiber Optic,12.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,99.65,7181.25,0.0,0.0,277.61,7458.86,0.0
8069-YQQAJ,Male,63.0,No,0.0,Studio City,91604.0,0.0,14.0,Offer D,No,0.0,No,Yes,Cable,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0.0,0.0,0.0,419.7,0.0
8070-AAWZP,Male,68.0,Yes,0.0,Sheridan,95681.0,3.0,24.0,None,No,0.0,No,Yes,Cable,28.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,34.25,828.2,0.0,0.0,0.0,828.2,0.0
8073-IJDCM,Female,44.0,No,0.0,Rescue,95672.0,0.0,1.0,Offer E,Yes,26.37,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.3,20.3,0.0,0.0,26.37,46.67,1.0
8075-GXIUB,Male,79.0,Yes,0.0,Spring Valley,91978.0,3.0,9.0,None,Yes,22.79,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,183.15,0.0,0.0,205.11,388.26,0.0
8076-FEZKJ,Male,58.0,No,0.0,Silverado,92676.0,0.0,10.0,None,Yes,15.71,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,225.85,0.0,0.0,157.1,382.95,0.0
8079-XRJRS,Male,39.0,Yes,0.0,Pleasant Grove,95668.0,5.0,65.0,Offer B,Yes,49.33,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.75,5769.6,18.72,0.0,3206.45,8957.33,1.0
8080-DDEMJ,Male,71.0,No,0.0,Glendale,91204.0,0.0,1.0,Offer E,Yes,15.28,No,Yes,Cable,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0.0,15.28,60.38,1.0
8080-POTJR,Female,59.0,No,0.0,Rancho Palos Verdes,90275.0,0.0,30.0,Offer C,Yes,6.74,Yes,Yes,DSL,18.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.3,2427.1,0.0,0.0,202.2,2629.3,0.0
8082-GHXOP,Male,20.0,No,1.0,Esparto,95627.0,0.0,13.0,Offer D,Yes,26.63,No,Yes,DSL,27.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.0,659.35,0.0,0.0,346.19,1005.54,0.0
8083-YTZES,Male,52.0,No,0.0,San Diego,92113.0,0.0,4.0,None,Yes,47.82,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,265.35,0.0,0.0,191.28,456.63,1.0
8085-MSNLK,Female,21.0,Yes,0.0,San Jose,95124.0,3.0,62.0,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.95,6891.4,0.0,0.0,2646.16,9537.56,0.0
8086-OVPWV,Male,58.0,No,0.0,San Diego,92117.0,0.0,2.0,None,Yes,26.47,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10.0,52.94,244.04,1.0
8087-LGYHQ,Male,40.0,No,0.0,Crestline,92325.0,0.0,9.0,Offer E,Yes,15.53,No,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,811.65,0.0,0.0,139.77,951.42,0.0
8089-UZWLX,Female,75.0,No,0.0,El Nido,95317.0,0.0,71.0,Offer A,Yes,47.86,Yes,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.05,7413.55,0.0,0.0,3398.06,10811.61,0.0
8091-TTVAX,Male,39.0,Yes,0.0,Los Angeles,90014.0,7.0,58.0,Offer B,Yes,5.69,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,5681.1,0.0,0.0,330.02,6011.12,0.0
8092-NLTGF,Male,25.0,No,0.0,Reseda,91335.0,0.0,72.0,Offer A,Yes,29.29,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1777.6,0.0,0.0,2108.88,3886.48,0.0
8095-WANWK,Female,46.0,No,0.0,Kettleman City,93239.0,0.0,10.0,Offer D,Yes,3.55,No,Yes,DSL,29.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,428.7,44.9,0.0,35.5,419.3,0.0
8096-LOIST,Female,57.0,No,0.0,Stirling City,95978.0,0.0,19.0,Offer D,Yes,40.22,No,Yes,Cable,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,0.0,764.18,1857.58,0.0
8097-OMULG,Male,63.0,Yes,2.0,San Jose,95116.0,1.0,59.0,None,Yes,15.94,No,Yes,DSL,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,76.75,4541.9,0.0,0.0,940.46,5482.36,0.0
8097-VBQTZ,Male,61.0,No,0.0,Anaheim,92806.0,0.0,54.0,Offer B,Yes,27.62,No,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.9,3883.3,0.0,0.0,1491.48,5374.78,0.0
8098-LLAZX,Female,74.0,No,0.0,San Diego,92122.0,0.0,4.0,Offer E,Yes,31.61,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,396.1,0.0,0.0,126.44,522.54,1.0
8098-TDCBU,Female,55.0,Yes,0.0,North Fork,93643.0,9.0,42.0,None,Yes,33.63,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1108.2,0.0,0.0,1412.46,2520.66,0.0
8099-MZPUJ,Male,49.0,Yes,2.0,Carmel,93923.0,10.0,48.0,None,Yes,12.57,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.8,5443.65,0.0,0.0,603.36,6047.01,0.0
8100-HZZLJ,Female,26.0,No,1.0,Indio,92201.0,0.0,43.0,None,Yes,5.6,No,Yes,Cable,30.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,63.95,2737.05,0.0,0.0,240.8,2977.85,0.0
8100-PNJMH,Male,39.0,Yes,0.0,Glennville,93226.0,2.0,68.0,None,Yes,41.61,Yes,Yes,Cable,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.85,6132.7,0.0,0.0,2829.48,8962.18,0.0
8106-GWQOK,Male,47.0,Yes,0.0,Warner Springs,92086.0,5.0,38.0,None,No,0.0,No,Yes,Cable,25.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2193.2,0.0,0.0,0.0,2193.2,0.0
8107-KNCIM,Male,73.0,Yes,0.0,San Francisco,94111.0,8.0,14.0,None,Yes,45.46,Yes,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,1013.35,0.0,0.0,636.44,1649.79,0.0
8107-RZLNV,Male,22.0,Yes,0.0,South Gate,90280.0,10.0,72.0,None,Yes,15.09,Yes,Yes,Fiber Optic,85.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,7565.35,0.0,0.0,1086.48,8651.83,0.0
8108-UXRQN,Female,23.0,Yes,1.0,Lawndale,90260.0,1.0,11.0,None,No,0.0,No,Yes,Cable,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,50.55,565.35,0.0,0.0,0.0,565.35,0.0
8109-YUOHE,Male,58.0,No,0.0,Porter Ranch,91326.0,0.0,17.0,None,Yes,36.47,No,Yes,Cable,15.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,946.95,0.0,0.0,619.99,1566.94,0.0
8111-RKSPX,Male,20.0,No,0.0,Santa Rosa,95401.0,0.0,4.0,Offer E,Yes,29.98,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,305.55,0.0,0.0,119.92,425.47,1.0
8111-SLLHI,Male,65.0,Yes,0.0,San Jose,95128.0,1.0,39.0,None,Yes,33.25,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.65,4284.8,0.0,0.0,1296.75,5581.55,1.0
8118-LSUEL,Male,74.0,No,0.0,Roseville,95678.0,0.0,23.0,None,Yes,17.62,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,0.0,0.0,405.26,2888.76,1.0
8118-TJAFG,Male,33.0,Yes,1.0,Gardena,90247.0,1.0,9.0,None,Yes,36.94,No,Yes,Fiber Optic,16.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,906.85,0.0,0.0,332.46,1239.31,0.0
8120-JDCAM,Male,42.0,Yes,1.0,Vallejo,94589.0,1.0,4.0,None,Yes,37.23,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.55,284.9,0.0,0.0,148.92,433.82,0.0
8123-QBNAZ,Female,39.0,Yes,1.0,Scott Bar,96085.0,4.0,36.0,None,Yes,43.7,Yes,Yes,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,3684.95,0.0,0.0,1573.2,5258.15,0.0
8128-YVJRG,Female,61.0,No,0.0,Berkeley,94709.0,0.0,7.0,None,Yes,40.32,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,604.7,0.0,0.0,282.24,886.94,1.0
8129-GMVGI,Female,58.0,Yes,3.0,San Bruno,94066.0,10.0,56.0,None,Yes,35.38,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1090.1,0.0,0.0,1981.28,3071.38,0.0
8133-ANHHJ,Female,77.0,No,0.0,Ventura,93003.0,0.0,49.0,Offer B,Yes,36.47,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,103.0,5166.2,0.0,0.0,1787.03,6953.23,0.0
8138-EALND,Male,35.0,No,0.0,Laguna Hills,92653.0,0.0,15.0,None,Yes,3.49,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,311.6,0.0,0.0,52.35,363.95,0.0
8144-DGHXP,Female,46.0,No,0.0,Gridley,95948.0,0.0,54.0,None,Yes,36.68,No,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4299.95,0.0,140.0,1980.72,6420.67,0.0
8146-QQKZH,Female,25.0,Yes,0.0,El Sobrante,94803.0,4.0,71.0,Offer A,Yes,6.23,No,Yes,DSL,58.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.85,5924.4,0.0,0.0,442.33,6366.73,0.0
8148-BPLZQ,Male,34.0,No,0.0,Jacumba,91934.0,0.0,34.0,None,Yes,4.89,No,Yes,Cable,27.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1734.2,0.0,70.0,166.26,1970.46,0.0
8148-NLEGT,Female,47.0,Yes,3.0,Pinecrest,95364.0,1.0,42.0,None,Yes,13.95,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,22.95,1014.25,0.0,0.0,585.9,1600.15,0.0
8148-WOCMK,Male,54.0,Yes,3.0,Castaic,91384.0,1.0,8.0,Offer E,Yes,13.43,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,125.0,0.0,0.0,107.44,232.44,0.0
8149-AIQCG,Male,43.0,No,0.0,Redondo Beach,90278.0,0.0,39.0,Offer C,Yes,8.69,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.15,2730.85,0.0,0.0,338.91,3069.76,0.0
8149-RSOUN,Female,49.0,No,0.0,Dorris,96023.0,0.0,1.0,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0.0,16.15,110.0,1.0
8158-WPEZG,Male,20.0,No,0.0,Los Angeles,90061.0,0.0,11.0,None,No,0.0,No,Yes,DSL,73.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,0.0,0.0,0.0,425.1,0.0
8161-QYMTT,Male,55.0,No,0.0,Santa Maria,93454.0,0.0,7.0,None,Yes,7.37,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,701.3,0.0,0.0,51.59,752.89,0.0
8164-OCKUJ,Female,45.0,Yes,2.0,Magalia,95954.0,1.0,59.0,Offer B,Yes,2.47,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,1286.0,0.0,0.0,145.73,1431.73,0.0
8165-CBKXO,Male,35.0,Yes,3.0,Los Angeles,90022.0,4.0,66.0,None,No,0.0,No,Yes,Cable,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.75,3708.4,0.0,0.0,0.0,3708.4,0.0
8166-ORCHU,Male,73.0,Yes,0.0,Oakland,94605.0,10.0,33.0,None,Yes,44.54,No,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.55,3055.5,0.0,0.0,1469.82,4525.32,0.0
